ADDR_1,ADDR_2,ADDR_3,SDL_ID,SOL_ID,TS_CNT,BANK_ID,BR_CODE,DEL_FLG,DP_CODE,FAB_FLG,MRS_NAME,PIN_CODE,SOL_DESC,WKLY_OFF,BANK_CODE,CITY_CODE,LCHG_TIME,MINOR_AGE,RCRE_TIME,SOL_ALIAS,TIME_ZONE,WKLY_OFF2,CNTRY_CODE,LICENSE_NO,PAN_GIR_NO,STATE_CODE,ENTITY_NAME,REGION_NAME,SOL_CLS_FLG,SOL_NAT_FLG,ABBR_BR_NAME,BOD_SYS_DATE,BR_OPEN_DATE,BR_STAT_CODE,CS_SOL_MESG1,CS_SOL_MESG2,DB_STAT_CODE,EXTERNAL_SOL,LCHG_USER_ID,RCRE_USER_ID,SOL_BOD_DATE,SOL_CLS_DATE,SOL_PRIORITY,ALT1_SOL_DESC,CUT_OVER_TIME,DIVISION_NAME,PROFIT_CENTER,TR_ENABLE_FLG,ABBR_BANK_NAME,ATM_JOB_STATUS,BR_FREE_CODE_1,BR_FREE_CODE_2,BR_FREE_CODE_3,BR_FREE_CODE_4,BR_FREE_CODE_5,BR_FREE_CODE_6,BR_FREE_CODE_7,BR_FREE_CODE_8,BR_FREE_CODE_9,CLG_CENTRE_NUM,DDN_WARN_LEVEL,EXTN_CNTR_CODE,HIGH_VALUE_SOL,MICR_BANK_CODE,PREF_LANG_CODE,SOL_EOD_STATUS,BATCH_OPER_DATE,BR_FREE_CODE_10,CTS_ENABLED_FLG,DB_STAT_USER_ID,HOME_CRNCY_CODE,LOCAL_IMAGE_FLG,MICR_CENTRE_FLG,PARTITION_ALIAS,REFERRAL_SET_ID,STOP_CLG_FT_FLG,TDS_CIRCLE_NAME,TREA_FREE_TEXT1,TREA_FREE_TEXT2,UNIFORM_BR_CODE,DB_INT_STAT_CODE,MENU_DISABLE_FLG,MICR_BRANCH_CODE,MICR_CENTRE_CODE,STOP_CASH_FT_FLG,STOP_XFER_FT_FLG,TAX_DEDN_DETAILS,BRANCH_IP_ADDRESS,CS_SOL_NATL_MESG1,CS_SOL_NATL_MESG2,DESTRY_INVT_CLASS,LAST_SI_EXEC_DATE,TDS_CERT_NUM_CODE,TYPE_OF_CASH_ACCT,CIRCLE_OFFICE_NAME,NEXT_CUST_NUM_CODE,PDC_INSTL_RUN_DATE,PREF_LANG_SOL_DESC,TR_HOME_CRNCY_CODE,BRANCH_REF_PORT_NUM,REROUTE_STP_ALLOWED,DATE_OF_INSTALLATION,DESTRY_INVT_LOCATION,FC_VAULT_LIMIT_IN_HC,HC_VAULT_LIMIT_IN_HC,NUM_OF_TIMES_IBR_GEN,OSP_MAX_OUT_STD_DAYS,INSTRMNT_WISE_REG_ALWD,RECEIVE_ALL_IMAGES_FLG,SOL_RESTARTABILITY_FLG,SAME_DAY_REV_TO_IBR_FLG,CONSOL_VAULT_LIMIT_IN_HC,DDN_WARN_LEVEL_EXCP_CODE,VALUE_DATING_ON_HOLIDAYS,INSTRMNT_ENCODE_BATCH_NUM,INSTRMNT_ENCODE_BLOCK_NUM,LAST_INT_CALC_DATE_FOR_SB,USER_CLG_DR_LIM_EXCP_CODE,EXT_EOD_NOT_COMP_EXCP_CODE,USER_CASH_DR_LIM_EXCP_CODE,USER_XFER_DR_LIM_EXCP_CODE,PROXY_NOT_SQUARED_EXCP_CODE,PROXY_PEND_VERIFN_EXCP_CODE,ALL_EXT_TRANS_PROC_EXCP_CODE,updated_at
TINKAURIYA MUNICIPALIT,DHANUSHA,,ALL,D5,68769,1,D5,N,,N,,,TINKAURIYA BRANCH,7,BOAN,DHANU,2024-08-23T20:53:35,18,2017-10-06T12:21:40,135,NPT,0,,,,JANAK,,,Y,C,TIN,2018-11-06T06:53:51,2017-10-06T00:00:00.000000, ,BANK PANI SAAHI PANI,,Y, ,FINADMIN,BPD3,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BON,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,D5,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-10-06T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
MANAHARI,,,ALL,H5,98548,1,H5,N,,N,,,MANAHARI BRANCH,7,BOAN,MAKWA,2024-08-23T20:53:38,18,2018-01-05T15:19:27,175,NPT,0,,,,NARAY,,,Y,C,MAN,2018-11-06T06:53:51,2018-01-05T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,H5,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-01-05T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
SIDDHARTHNAGAR MUN.,WD-08,,ALL,F2,51859,1,F2,N,,N,,,BUDDHACHOWK BRANCH,7,BOAN,RUPAN,2024-08-23T20:53:38,18,2017-11-07T16:27:49,152,NPT,0,,,,LUMBI,,,Y,C,BUD,2018-11-06T06:53:51,2017-11-07T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD3,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,F2,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-11-07T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
TILOTTAMA MUN.WARD-15,"KOTIHAWA, RUPANDEHI",,ALL,F1,224,1,F1,N,,N,,,KOTHIHAWA BRANCH,7,BOAN,RUPAN,2024-08-23T20:53:38,18,2017-11-07T15:55:13,151,NPT,0,,,,LUMBI,,,Y,C,KOT,2018-11-06T06:53:51,2017-11-07T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD3,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,F1,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-11-07T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
DEBDAHA MUNI.WARD-12,"SHANKARPUR, RUPANDEHI",,ALL,F0,36020,1,F0,N,,N,,,SHANKARPUR BRANCH,7,BOAN,RUPAN,2024-08-23T20:53:38,18,2017-11-07T14:52:56,150,NPT,0,,,,LUMBI,,,Y,C,SHA,2018-11-06T06:53:51,2017-11-07T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD3,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,F0,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-11-07T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
RUPANDEHI,,,ALL,F7,19944,1,F7,N,,N,,,MURGIYA BRANCH,7,BOAN,RUPAN,2024-08-23T20:53:49,18,2017-11-13T12:24:50,157,NPT,0,,,,LUMBI,,,Y,C,MUR,2018-11-06T06:53:51,2017-11-13T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD3,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,F7,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-11-13T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
BARDIYA,,,ALL,G1,1427,1,G1,N,,N,,,BHURIGAUN BRANCH,7,BOAN,BARDI,2024-08-23T20:53:49,18,2017-11-13T18:17:50,161,NPT,0,,,,BHERI,,,Y,C,BHU,2018-11-06T06:53:51,2017-11-13T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD3,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,G1,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-11-13T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
GOTHATAR,,,ALL,G2,35868,1,G2,N,,N,,,GOTHATAR BRANCH,7,BOAN,KATH,2024-08-23T20:53:49,18,2017-11-26T12:52:09,162,NPT,0,,,,BAGMA,,,Y,C,GOT,2018-11-06T06:53:51,2017-11-26T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD3,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,G2,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-11-26T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
MANAMAIJU,,,ALL,G3,7893,1,G3,N,,N,,,MANAMAIJU BRANCH,7,BOAN,KATH,2024-08-23T20:53:49,18,2017-11-26T14:25:02,163,NPT,0,,,,BAGMA,,,Y,C,MAN,2018-11-06T06:53:51,2017-11-26T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD3,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,G3,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-11-26T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
SITAPAILA,,,ALL,G4,93795,1,G4,N,,N,,,SITAPAILA BRANCH,7,BOAN,KATH,2024-08-23T20:53:49,18,2017-11-26T14:42:18,164,NPT,0,,,,BAGMA,,,Y,C,SIT,2018-11-06T06:53:51,2017-11-26T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD3,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,G4,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-11-26T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
BHIMPHEDI GAUNPALIKA,WARD NO. 06,,ALL,G7,13499,1,G7,N,,N,,,BHIMPHEDI BRANCH,7,BOAN,BHIMF,2024-08-23T20:53:49,18,2017-12-11T15:54:58,167,NPT,0,,,,NARAY,,,Y,C,BHI,2018-11-06T06:53:51,2017-12-11T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,G7,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-12-11T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
THALI,,,ALL,G8,14985,1,G8,N,,N,,,THALI BRANCH,7,BOAN,KATH,2024-08-23T20:53:49,18,2017-12-14T15:36:14,168,NPT,0,,,,BAGMA,,,Y,C,THA,2018-11-06T06:53:51,2017-12-14T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,G8,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-12-14T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
PANCHKHAL,,,ALL,H4,91219,1,H4,N,,N,,,PANCHKHAL BRANCH,7,BOAN,KATH,2024-08-23T20:53:49,18,2017-12-15T12:29:50,174,NPT,0,,,,BAGMA,,,Y,C,PAN,2018-11-06T06:53:51,2017-12-15T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,H4,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-12-15T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
RUPANDEHI,,,ALL,F6,36482,1,F6,N,,N,,,KHAIRENI BRANCH,7,BOAN,RUPAN,2024-08-23T20:53:49,18,2017-11-08T13:53:35,156,NPT,0,,,,LUMBI,,,Y,C,KHA,2018-11-06T06:53:51,2017-11-08T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD3,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,F6,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-11-08T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
NAWALPARASI,,,ALL,F5,51905,1,F5,N,,N,,,ARUNKHOLA BRANCH,7,BOAN,NAWAL,2024-08-23T20:53:49,18,2017-11-08T13:37:14,155,NPT,0,,,,LUMBI,,,Y,C,ARU,2018-11-06T06:53:51,2017-11-08T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD3,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,F5,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-11-08T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
BINAY TREVENI GAUPALI,WARD NO: 1,,ALL,F4,70561,1,F4,N,,N,,,DUMKIBAS BRANCH,7,BOAN,NAWAL,2024-08-23T20:53:49,18,2017-11-08T12:41:17,154,NPT,0,,,,LUMBI,,,Y,C,DUM,2018-11-06T06:53:51,2017-11-08T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD3,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,F4,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-11-08T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
PARTAPPUR GAUNPALIKA,WARD NO.02,,ALL,F3,27429,1,F3,N,,N,,,GOPIGUNJ BRANCH,7,BOAN,NAWAL,2024-08-23T20:53:49,18,2017-11-07T16:45:43,153,NPT,0,,,,LUMBI,,,Y,C,GOP,2018-11-06T06:53:51,2017-11-07T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD3,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,F3,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-11-07T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
GAIDAKOT,,,ALL,H9,77595,1,H9,N,,N,,,GAIDAKOT BRANCH,7,BOAN,NAWAL,2024-08-23T20:53:49,18,2018-01-07T13:13:30,179,NPT,0,,,,LUMBI,,,Y,C,GAI,2018-11-06T06:53:51,2018-01-07T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,H9,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-01-07T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
DIPAYAL,,,ALL,H8,36942,1,H8,N,,N,,,DIPAYAL BRANCH,7,BOAN,DIPAY,2024-08-23T20:53:49,18,2018-01-07T12:23:30,178,NPT,0,,,,SETI,,,Y,C,DIP,2018-11-06T06:53:51,2018-01-07T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,H8,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-01-07T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
"MAHALAXMI MUNICIPALITY, WARD NO. 4, LALITPUR",,,ALL,H7,17117,1,H7,N,,N,,,MAHALAXMI LALITPUR BRANCH,7,BOAN,LALIT,2024-08-23T20:53:49,18,2018-01-07T11:36:00.000000,177,NPT,0,,,,BAGMA,,,Y,C,MAH,2018-11-06T06:53:51,2018-01-07T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y,N,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,,N,N,BOA,,,,,,,,,,,BOA,0,0,N,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,H7,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-01-07T00:00:00.000000,,0,0,0,0,N,N,N,N,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
PAKADI,,,ALL,H6,71832,1,H6,N,,N,,,PAKADI BRANCH,7,BOAN,KAPIL,2024-08-23T20:53:49,18,2018-01-05T16:00:36,176,NPT,0,,,,LUMBI,,,Y,C,PAK,2018-11-06T06:53:51,2018-01-05T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,H6,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-01-05T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
KAPILVASTU,,,ALL,F8,62581,1,F8,N,,N,,,JITPUR 4 NUM BRANCH,7,BOAN,KAPIL,2024-08-23T20:53:49,18,2017-11-13T12:49:15,158,NPT,0,,,,LUMBI,,,Y,C,JIT,2018-11-06T06:53:51,2017-11-13T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD3,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,F8,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-11-13T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
KAPILVASTU,,,ALL,F9,84557,1,F9,N,,N,,,IMILIYA BRANCH,7,BOAN,KAPIL,2024-08-23T20:53:49,18,2017-11-13T17:15:29,159,NPT,0,,,,LUMBI,,,Y,C,IMI,2018-11-06T06:53:51,2017-11-13T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD3,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,F9,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-11-13T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
RUPANDEHI,,,ALL,G0,6079,1,G0,N,,N,,,MANIGRAM 4 NUM BRANCH,7,BOAN,RUPAN,2024-08-23T20:53:49,18,2017-11-13T17:31:16,160,NPT,0,,,,LUMBI,,,Y,C,MAN,2018-11-06T06:53:51,2017-11-13T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD3,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,G0,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-11-13T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
TOKHA,KATMANDU,,ALL,G5,66979,1,G5,N,,N,,,TOKHA BRANCH,7,BOAN,KATH,2024-08-23T20:53:49,18,2017-11-26T14:46:18,165,NPT,0,,,,BAGMA,,,Y,C,TOK,2018-11-06T06:53:51,2017-11-26T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD5,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,G5,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-11-26T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
BHAISEPATI,,,ALL,G6,65992,1,G6,N,,N,,,BHAISEPATI BRANCH,7,BOAN,KATH,2024-08-23T20:53:49,18,2017-11-26T15:29:16,166,NPT,0,,,,BAGMA,,,Y,C,BHA,2018-11-06T06:53:51,2017-11-26T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD3,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,G6,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-11-26T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
DUWAKOT,,,ALL,G9,50600,1,G9,N,,N,,,DUWAKOT BRANCH,7,BOAN,KATH,2024-08-23T20:53:49,18,2017-12-14T17:05:37,169,NPT,0,,,,BAGMA,,,Y,C,DUW,2018-11-06T06:53:51,2017-12-14T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,G9,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-12-14T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
BALKOT,,,ALL,H0,90788,1,H0,N,,N,,,BALKOT BRANCH,7,BOAN,KATH,2024-08-23T20:53:49,18,2017-12-14T17:21:43,170,NPT,0,,,,BAGMA,,,Y,C,BAL,2018-11-06T06:53:51,2017-12-14T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,H0,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-12-14T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
